company_name,company_age,diversity_score,glassdoor_rating,hq_region
Hill Group,22,6.66,4.2,Oceania
"Austin, Day and Johnson",24,6.51,3.0,South America
"Hernandez, Jenkins and Parks",9,5.79,2.5,Asia
"Holder, Young and Hendricks",61,6.23,2.8,Africa
Miller Inc,29,5.42,3.5,Europe
Giles Ltd,57,5.08,4.4,North America
Moyer-Bird,73,9.25,3.1,Europe
Ortiz-Rodriguez,12,5.49,3.7,North America
Combs-Davis,94,9.36,3.1,Oceania
Clark Ltd,98,7.65,3.5,Oceania
Hunt-Burns,51,9.3,3.9,Oceania
Blankenship-Strickland,89,9.53,2.7,Oceania
Smith-Oneill,56,9.1,3.3,South America
Meadows PLC,69,9.66,4.2,Asia
Howard-Taylor,70,7.02,2.8,North America
Diaz Inc,57,8.0,4.0,Africa
"Sanders, Taylor and Shields",5,8.07,4.5,North America
Ramirez-Vasquez,81,8.58,3.7,Asia
"Vincent, Anderson and Mason",66,7.4,3.3,Oceania
Clark Ltd,51,9.38,3.1,Oceania
Michael-Barber,3,9.82,2.5,North America
Williams-Smith,2,6.04,4.4,South America
Huynh PLC,50,9.68,3.9,South America
Austin-Duran,22,9.32,4.8,Asia
Cole Group,2,6.55,4.0,North America
"Robinson, Huang and Osborne",77,6.23,2.9,Africa
Haynes and Sons,59,7.91,3.4,Europe
"Mcdaniel, Bentley and Mclaughlin",65,7.25,4.0,Oceania
Taylor-Ayala,90,5.61,3.5,South America
Yang Group,55,5.73,3.3,Asia
"Barrera, Kerr and Jenkins",1,5.79,2.6,Africa
"Robinson, Townsend and Hopkins",76,7.81,3.3,North America
Miller-Brandt,25,9.13,4.4,South America
"Baker, Mason and White",84,7.9,3.1,Asia
Suarez LLC,81,6.42,4.7,Oceania
Simon Ltd,27,6.16,3.5,Oceania
Weaver-Thompson,44,6.63,4.6,South America
Kim Inc,34,7.77,3.2,North America
Rodriguez-Wood,19,7.99,4.0,Asia
Small-Anderson,47,8.14,2.9,Africa
Martin and Sons,62,7.12,4.5,South America
Hensley Ltd,73,7.06,4.9,South America
"Glover, Moran and Johnson",1,5.9,4.2,Europe
"Nelson, Morton and Medina",45,5.08,4.1,Oceania
"Chang, Lamb and Miller",13,9.03,3.1,South America
"Avery, Horton and Fernandez",66,8.04,3.5,North America
Villanueva LLC,78,8.38,4.1,Oceania
Rivas Ltd,55,7.93,4.6,Europe
Smith-Rodriguez,43,8.37,3.7,South America
Rhodes-Holland,11,8.16,3.1,Oceania
"Morris, Ramos and Smith",86,8.98,3.3,North America
Lopez-Fletcher,39,6.8,4.6,Europe
"Vincent, Parsons and Allen",99,9.19,3.2,Oceania
Collins-Mcclure,52,8.99,4.5,South America
Burton Ltd,47,6.53,4.2,North America
Smith-Noble,69,9.28,4.7,Europe
Peterson Ltd,32,5.8,4.9,Africa
Robertson-Ramirez,5,6.62,4.9,Europe
"Davis, Lucas and Ellison",19,7.1,2.7,South America
"Lopez, Hess and Smith",61,8.29,3.0,South America
Henderson-Bernard,54,8.66,2.7,South America
Lee-Munoz,37,7.8,3.0,Asia
Murray-Oconnor,20,6.92,4.2,Asia
"Curry, Perry and Garcia",37,7.12,3.3,Asia
"Brown, Hayes and Clark",35,6.83,2.8,South America
"Williams, Mccoy and Cook",68,5.7,4.3,Europe
Austin-Duran,57,9.49,3.7,Asia
"Smith, Pena and Watts",30,6.87,3.7,Oceania
"Brown, Romero and Collins",3,9.23,3.9,North America
Boyd LLC,55,5.56,4.9,Oceania
"Brown, Hurst and Blevins",78,8.76,2.6,South America
"Fox, Harrington and Wang",89,8.19,3.7,Africa
"Moon, Farmer and Hill",39,9.4,3.7,South America
Vance PLC,37,8.11,3.0,Africa
"Roberts, Bowen and Miller",57,7.91,3.1,Oceania
"Bryan, Smith and Booth",77,5.96,3.6,Africa
"Smith, Arnold and Atkins",87,9.58,4.2,Asia
Wilson Ltd,72,8.2,3.8,North America
Miller-King,28,5.25,4.3,Asia
Boone LLC,95,5.33,4.3,North America
Martin-Jones,94,6.62,4.8,Oceania
Romero Ltd,7,6.55,3.1,Europe
"Jones, Scott and Rodriguez",14,7.2,3.4,Europe
Smith-Holt,27,9.12,4.3,South America
Durham-Myers,38,9.34,4.4,South America
"Peterson, Davis and Reed",96,9.54,4.9,Africa
Lindsey-Shaw,90,8.09,3.9,North America
Hicks Ltd,74,6.67,4.8,South America
"Mckinney, Richardson and Chapman",27,6.63,2.9,Oceania
"Garrison, Rogers and Adams",14,9.0,4.7,Oceania
"Hensley, Lopez and Baker",55,8.55,3.2,Oceania
Boone LLC,5,7.87,4.3,Asia
"Ramirez, Walker and Ray",43,8.73,2.9,South America
"Marks, Miller and Griffin",57,6.27,3.8,Africa
"Garrison, Ryan and Miller",83,8.15,3.7,North America
"Nguyen, Wallace and Lawson",94,8.55,3.8,North America
"Smith, Gilmore and Johnston",70,9.33,3.5,North America
"Sanders, Taylor and Shields",80,9.54,4.3,South America
Nelson Group,86,5.92,3.1,South America
Adams Ltd,76,5.43,4.5,Oceania
Miller-Orr,47,9.41,3.9,North America
"Whitney, Gould and Jones",79,8.63,3.7,North America
Jackson-Cortez,65,6.24,3.0,Europe
"Wise, Gray and Snyder",68,6.34,5.0,Asia
"Carter, Hendricks and Wolfe",75,6.83,3.0,Europe
Tate Inc,74,9.31,4.1,South America
Molina Inc,18,6.75,3.0,South America
"Jones, Smith and Hunter",72,6.84,5.0,South America
Jones-Soto,14,7.94,4.9,North America
Parker-Archer,80,9.56,3.8,Europe
White-Medina,66,6.71,2.9,Europe
"Fry, Hayes and Olsen",86,5.15,4.8,South America
Martinez and Sons,65,9.76,3.3,North America
Martin-Gomez,1,9.49,4.4,Africa
"Trujillo, Chang and Williams",95,6.1,3.0,North America
Warner PLC,14,5.72,4.7,Europe
"Turner, Tyler and Pierce",2,8.28,3.5,Africa
"Mason, Martinez and Beck",11,8.39,4.1,Europe
Wolf-Harris,33,8.13,4.5,Africa
"Cole, Morton and Peterson",79,5.57,2.9,South America
Cruz PLC,57,8.54,2.7,Europe
"Meadows, Robles and Anderson",83,6.22,4.5,Oceania
Gonzalez LLC,49,5.59,3.0,Europe
"Powell, Deleon and Warren",91,5.52,3.9,Oceania
"Henderson, Ramirez and Lewis",57,9.63,4.6,North America
Combs Ltd,97,6.15,4.7,Oceania
"Franco, Wiley and Tapia",17,8.5,4.6,South America
Smith-Lewis,38,6.96,4.1,Asia
"Andrews, Higgins and Carter",97,8.61,4.5,Europe
"Conner, Li and Santiago",65,6.02,3.1,Oceania
Robinson-Lee,52,6.54,3.3,Africa
Hernandez-Lopez,82,6.52,2.7,North America
"Barnes, Paul and Price",87,9.55,4.4,Asia
Hernandez-Dawson,95,6.67,3.9,Asia
Casey-Brown,47,8.09,3.9,Oceania
Drake-Wolfe,39,7.99,3.0,South America
Santos-Martin,89,7.1,4.7,Asia
Shaw-Smith,15,7.42,4.8,Asia
Garcia Ltd,3,6.35,4.7,Africa
Fisher-Washington,70,5.32,4.7,Asia
Guerrero Group,30,5.55,3.2,Africa
"Tran, Jordan and Williams",54,9.5,2.9,Africa
Gross-Valencia,92,8.1,3.9,Europe
"Holder, Young and Hendricks",85,7.28,3.3,North America
Welch-Suarez,67,6.05,4.0,Oceania
Vasquez-Galloway,40,5.24,2.9,North America
"Baker, Clark and Armstrong",25,9.73,2.9,Oceania
Wells-Hernandez,73,8.01,4.8,Oceania
Vargas Ltd,26,6.67,3.5,Europe
Powers LLC,92,9.8,4.9,North America
"Morse, Silva and Johnson",59,7.56,5.0,Oceania
"Turner, Tyler and Pierce",31,5.07,4.8,Europe
"Garrett, Johnson and Reynolds",77,7.51,4.3,Europe
"Norton, Cox and Johnson",26,7.59,3.8,Oceania
"Ramsey, Mason and Mccann",16,9.32,4.5,Asia
Estrada-Nolan,22,6.46,4.1,Asia
"Howard, Townsend and Hayes",6,5.95,2.9,North America
Vargas Ltd,40,6.77,3.0,Asia
"Tran, Jordan and Williams",20,8.49,4.3,South America
"Foster, Henry and Morrison",85,7.56,2.7,Africa
"Phillips, Wagner and Jordan",51,8.0,4.6,Asia
"Watson, Anderson and Brown",60,6.46,4.7,Africa
"Andrews, Higgins and Carter",13,5.81,4.8,Europe
"Lewis, Castillo and Tate",5,7.94,3.3,Europe
Foley Inc,15,9.53,5.0,Asia
Jones-Lin,38,5.27,3.1,Africa
Suarez LLC,24,7.86,4.5,Oceania
"Foster, Henry and Morrison",81,7.99,3.6,Europe
"Powers, Brennan and Sanchez",55,9.52,3.3,South America
Hernandez-Davis,7,9.13,3.7,North America
"Anderson, Dalton and Wilson",21,6.36,3.7,Asia
Figueroa PLC,64,5.71,2.8,Asia
Barker-Moore,65,5.02,3.4,South America
"Miller, Murphy and Craig",55,8.86,4.2,North America
Sims-Anderson,60,7.93,3.9,Europe
Young-Molina,69,8.68,4.7,Europe
Donovan-Perez,97,5.64,4.0,Oceania
Vega-Thomas,3,6.53,4.8,North America
Abbott-Munoz,63,7.79,4.4,South America
Blevins-Ballard,89,9.38,3.1,Oceania
"Davis, Stanley and Wright",66,8.71,2.8,North America
Adkins-Meyer,55,7.89,4.8,Asia
Foley Inc,78,5.13,3.8,Europe
Perez Inc,20,5.15,2.8,Africa
Bates-Anderson,40,7.02,4.5,Africa
Bowers Group,6,7.56,4.8,South America
"Richardson, Brown and Cruz",60,6.04,3.3,Europe
Brown-Shaw,90,6.01,3.9,Oceania
"Chavez, Sanchez and Bird",55,9.53,3.6,South America
Thompson-Wright,89,6.53,3.2,Oceania
Bowers Group,50,8.79,3.6,Africa
Castaneda-Ashley,18,7.35,3.4,South America
"Smith, Griffith and Tucker",77,6.31,4.8,North America
"Lopez, Jacobs and Mason",33,6.06,2.9,North America
"Flores, Butler and Hernandez",44,8.06,3.7,North America
"Harris, Stephens and Kramer",10,6.96,2.9,North America
Garcia LLC,11,7.63,2.7,Asia
Li-Thompson,10,5.41,3.1,South America
Conrad Group,50,6.85,4.2,South America
"Russo, Collins and Murphy",24,9.63,4.0,North America
"Ferguson, Shaw and Jackson",65,9.66,3.3,South America
Garcia PLC,45,8.38,4.7,South America
"Clark, Guerrero and Moore",56,6.8,2.9,Europe
"Rivera, Johnson and Wiley",86,7.16,4.4,Asia
"Gardner, Robinson and Lawrence",4,7.82,2.9,South America
Bishop Inc,81,7.65,3.1,North America
Medina and Sons,87,5.35,3.7,Europe
"Johnson, Lee and Whitaker",29,9.66,3.0,North America
Colon-Lucas,24,7.57,4.8,Europe
"Brown, Hurst and Blevins",31,9.91,3.1,North America
Pittman PLC,97,6.48,4.3,Oceania
"Schwartz, Christian and Knight",99,9.53,3.5,Africa
Ford-Moody,50,6.78,4.1,Europe
"Glover, Moran and Johnson",96,6.13,4.9,South America
Montes-Hammond,21,6.75,3.6,Europe
Casey-Brown,82,8.83,3.9,North America
Hawkins Inc,26,6.15,4.2,South America
"Fry, Hayes and Olsen",44,6.51,3.9,Africa
"Martinez, Taylor and Nichols",82,5.0,4.4,Africa
Young-Molina,22,5.71,4.3,Africa
Gray Ltd,83,5.86,2.5,North America
"House, Smith and Wright",57,7.78,4.0,Oceania
"Thomas, Vaughan and Copeland",26,5.88,3.5,Asia
Miller-Orr,70,5.27,4.7,Oceania
George-Stephens,68,5.91,2.6,Africa
"Parker, Benitez and Velasquez",92,5.42,3.3,Asia
Johnson-Doyle,70,8.14,2.5,Europe
Sanders PLC,10,5.77,3.4,North America
"Wilson, Mccormick and Smith",53,9.4,4.2,Oceania
"Smith, Griffith and Tucker",85,8.35,3.1,Africa
"Hill, Martinez and Rhodes",75,7.18,4.5,Africa
"Miller, Schultz and Yates",94,8.51,2.8,Africa
Hughes-Smith,18,6.36,3.4,Oceania
Harris-Lawson,72,6.24,4.1,Oceania
Harris-Walters,72,8.87,3.1,South America
"Lewis, Castillo and Tate",42,9.26,4.2,North America
"Serrano, Turner and Barnes",98,5.55,4.3,Africa
Watson-Fischer,24,9.26,4.0,North America
Brennan-Johnson,22,9.77,3.0,Africa
"Henry, Spencer and Ryan",48,5.61,2.9,Europe
Kane-Knox,76,8.5,2.8,North America
Yu-Brooks,94,7.79,4.0,Asia
Lopez-Martinez,45,7.16,4.3,South America
Moore-Chandler,82,5.88,2.7,Oceania
Lopez-Willis,38,5.52,2.9,Europe
Valentine-Holland,22,6.32,4.6,North America
"Pratt, Lopez and Rodriguez",62,7.17,4.9,South America
"Williamson, Brown and Pena",19,9.42,4.7,Oceania
Gibson LLC,12,6.7,2.6,South America
Jacobson Inc,76,9.19,4.3,Africa
Clements-Simmons,50,7.21,4.2,South America
"Mcdonald, Dillon and George",2,5.72,3.5,Africa
"Pratt, Lopez and Rodriguez",42,9.38,4.8,Asia
"Dyer, Potter and Mack",56,7.22,4.9,South America
Haynes-Moss,15,6.89,2.7,Asia
Anderson-Bell,1,5.85,2.9,Oceania
"Norton, Cox and Johnson",55,5.6,4.1,Africa
Perry LLC,97,9.97,2.6,South America
Fisher-Rivera,63,6.21,3.5,Asia
Ortiz-Rodriguez,23,7.42,4.6,Africa
Pope PLC,28,5.51,3.8,Europe
"Young, Wilson and Moreno",19,5.34,4.8,South America
Wolf-Harris,82,7.34,3.4,Oceania
"Henry, Spencer and Ryan",42,7.6,4.2,Asia
"Henderson, Alexander and Galvan",15,9.06,2.6,Europe
"Daniels, Adkins and Brown",51,6.56,4.4,North America
Anderson-Campbell,22,9.42,4.1,North America
Walters Group,24,5.63,2.5,Africa
"Carroll, Ramirez and Rodriguez",75,5.65,3.9,Oceania
Evans-Cannon,52,5.38,4.0,Europe
Solis-West,59,9.11,3.9,South America
Garcia-Jennings,14,8.15,3.3,North America
Nolan and Sons,25,6.66,4.7,Africa
"Gregory, White and James",24,5.57,3.8,Asia
Scott PLC,50,8.0,3.7,Asia
"Moore, Hopkins and Le",99,7.18,3.2,Oceania
"Martinez, Green and Lopez",59,6.56,2.9,South America
Ross Ltd,51,8.31,3.9,Europe
Henderson Ltd,5,7.36,4.6,Oceania
"Haas, Cooper and Davis",32,8.18,2.7,South America
Cook-Oliver,97,9.19,4.9,North America
Gates and Sons,44,7.46,2.5,Africa
Carter-Neal,78,5.33,2.6,Asia
White-Carlson,80,8.49,3.0,Asia
"Baker, Mason and White",35,9.64,3.8,South America
Wells PLC,84,9.72,4.4,Asia
Black-Graham,27,7.22,3.2,Asia
"Cox, Mills and Cruz",50,6.18,3.5,South America
Hamilton-Smith,73,7.38,4.3,Europe
Oneill and Sons,99,6.68,3.9,North America
Nguyen-Dennis,11,6.43,4.8,Africa
"Arroyo, Miller and Tucker",67,9.69,4.6,Oceania
Reyes-White,87,8.88,3.0,North America
White Inc,96,8.79,2.9,Europe
"Perez, Hayes and Lloyd",82,6.2,4.6,North America
Williams PLC,16,8.06,4.6,Asia
"Griffin, Davies and Mitchell",11,9.66,4.9,South America
Martin-Ewing,47,9.33,3.9,North America
Wright PLC,41,9.87,3.0,Europe
"Wilkinson, Wallace and Torres",93,9.42,4.8,North America
"Haynes, Mcbride and Gutierrez",97,8.7,4.8,Oceania
"Salazar, Garrett and Perez",4,6.17,4.1,South America
Bright-Francis,50,6.2,3.4,Asia
Dawson Inc,56,8.69,3.0,Europe
Ortiz Inc,7,7.01,4.3,South America
Bailey Ltd,11,7.8,2.6,Europe
King Group,36,8.09,4.4,South America
"Morgan, Hamilton and Hernandez",89,9.54,2.5,Africa
"Castillo, Fuller and Adams",67,5.22,4.2,Africa
"Washington, Hardy and Bray",62,5.42,4.1,Africa
Nelson-King,31,6.94,3.9,Oceania
Andersen Group,67,9.29,2.7,South America
"Mitchell, Nelson and Flores",3,7.45,3.1,Oceania
Smith-Rodriguez,78,6.07,3.4,South America
"Evans, Hayden and Vaughn",85,9.66,3.9,North America
"Harvey, Randall and Hernandez",3,8.93,4.2,South America
"Brennan, Wallace and Benson",50,5.46,3.4,North America
Dorsey LLC,87,7.02,4.6,Asia
Underwood-Foster,10,7.43,3.1,Asia
Wilson-Lambert,85,8.21,3.8,Oceania
"Greer, Potter and Evans",79,6.59,3.5,North America
Gay Inc,39,7.42,3.2,Oceania
Gibson LLC,41,6.08,4.6,Europe
"Ross, Hardin and Navarro",17,9.92,3.1,Oceania
"Casey, Meza and Colon",37,5.31,4.5,Asia
Silva-Smith,66,8.37,3.3,Europe
Figueroa PLC,18,8.73,4.1,Europe
Reeves Group,96,6.97,2.7,Asia
Edwards-Roth,65,6.39,5.0,Africa
Wyatt Ltd,79,6.52,4.7,Asia
Nelson PLC,85,5.45,2.8,Europe
Smith-Rodriguez,87,9.24,2.5,South America
Hale Inc,94,9.32,3.7,Oceania
Anderson-Rosario,68,6.18,2.8,Oceania
Todd-Harvey,91,5.01,3.4,North America
"Richardson, Brown and Cruz",36,8.96,3.8,South America
Smith-Grimes,65,6.72,3.0,Africa
"Walker, Cunningham and Zuniga",15,9.24,4.0,Oceania
Johnson-Doyle,72,6.73,2.8,Oceania
Scott-Wilson,22,5.1,4.7,South America
"Allen, Davenport and Price",52,7.54,4.4,Europe
Blanchard-Reynolds,25,6.54,5.0,Africa
"Garcia, Weiss and Young",91,8.41,4.9,South America
"Medina, Tran and Thompson",34,6.82,4.0,Oceania
Jenkins-Brown,75,7.95,4.1,Asia
"Reed, Terry and Smith",55,8.29,3.9,South America
"Brown, Jensen and Rice",23,8.44,2.9,Asia
"Cooper, Swanson and Mayo",69,5.47,3.4,Africa
Roberts Ltd,84,9.91,3.9,Africa
Welch-Thompson,45,7.74,4.8,Asia
"Lee, Tran and Jones",62,6.62,4.0,South America
"Burns, Lopez and Jones",11,8.67,2.5,Oceania
"Davis, Stanley and Wright",29,6.99,3.0,Europe
"Mckinney, Richardson and Chapman",31,8.81,4.1,Africa
"Watts, Robinson and Nguyen",84,9.87,2.9,South America
Short PLC,86,6.5,3.1,North America
Turner-Stout,13,7.54,3.1,Asia
"Price, Carlson and Andrews",66,6.13,4.3,North America
Lopez-Jones,33,8.09,4.8,Africa
Hill Inc,80,8.99,4.7,Oceania
"Moore, Price and Ward",59,7.84,3.2,Asia
Jackson PLC,86,8.16,5.0,Asia
Conner and Sons,90,9.39,3.4,Asia
"Campbell, Tyler and Parker",2,6.93,3.6,Europe
"Haas, Cooper and Davis",82,8.93,2.8,Oceania
Larson LLC,19,7.06,3.4,North America
Alexander Ltd,91,6.32,4.6,Africa
"Smith, Griffith and Tucker",27,6.36,4.8,North America
Sullivan PLC,58,5.72,4.3,South America
"Haynes, Mcbride and Gutierrez",36,5.37,3.8,North America
Rodriguez-Hall,2,7.65,3.1,Asia
Davis-Gregory,39,5.23,4.9,Europe
Tate Inc,81,6.51,3.6,Europe
Ward and Sons,64,9.3,2.9,Oceania
"Garrett, Johnson and Reynolds",32,8.55,4.4,Oceania
Hardy-Hansen,4,9.37,4.3,Oceania
Landry Ltd,98,5.89,2.8,Asia
"Gardner, Robinson and Lawrence",13,9.7,2.9,Africa
Coffey-Johnson,87,8.5,3.3,Europe
Sullivan PLC,90,5.21,2.9,Asia
Manning Group,34,9.54,3.5,South America
Bates LLC,29,7.24,3.6,North America
Perez Group,54,8.79,3.2,South America
"Garcia, Stewart and Delacruz",30,9.26,4.1,Europe
"Carroll, Sullivan and Bass",60,9.51,3.3,North America
"Pratt, Lopez and Rodriguez",6,7.14,2.5,Africa
"Osborn, Gaines and Davis",19,8.09,4.5,Europe
"Munoz, Howard and Davis",91,5.97,4.6,Oceania
"Serrano, Turner and Barnes",54,5.96,4.8,Oceania
Barnes Group,50,9.08,3.9,South America
Hunter-Bell,54,7.96,3.2,Asia
Murray-Oconnor,16,5.19,3.5,Africa
Miller-King,70,5.68,4.9,Africa
"Avery, Horton and Fernandez",4,7.08,3.3,Asia
"Mcpherson, Anderson and Knapp",55,8.46,4.1,Asia
"Vargas, Taylor and Hunt",82,6.48,2.6,Oceania
"Hodge, Mckinney and Nelson",67,9.99,3.0,Asia
Combs Ltd,66,7.36,3.5,Oceania
Green-Ewing,30,7.28,3.2,South America
"Price, Carlson and Andrews",92,5.42,3.6,South America
"Bryan, Smith and Booth",52,7.77,2.8,Oceania
Cook-Turner,28,7.03,3.0,Oceania
Benton Group,7,9.73,3.2,Oceania
Schaefer Group,19,6.77,3.4,South America
Zavala and Sons,61,6.83,4.8,Europe
Peck-Anderson,99,7.77,2.6,North America
"Watts, Robinson and Nguyen",93,6.44,3.4,North America
Welch-Thompson,85,9.14,4.6,Asia
Wright-Davis,99,7.57,3.9,Asia
Peters Ltd,83,7.26,4.5,Africa
Green Group,72,6.81,4.1,South America
Williams-Smith,31,7.04,2.8,Europe
"Ramos, Davidson and Smith",83,5.78,3.6,Europe
"Campbell, Pruitt and Short",99,6.06,3.7,Oceania
"Carlson, Hooper and Wall",62,9.56,2.6,Asia
Gomez and Sons,72,5.75,2.8,Oceania
Fisher-Rivera,46,8.4,3.6,Africa
Wilson Ltd,43,6.04,4.2,Europe
"Franklin, Mann and White",60,5.0,3.7,Asia
Ochoa LLC,31,9.28,4.4,Europe
Fisher-Washington,24,9.66,4.1,Asia
Butler and Sons,16,6.08,3.4,Africa
Morrison-Short,91,9.93,3.2,Africa
"Shannon, Robinson and Greene",92,9.79,3.2,South America
Harrison PLC,55,6.82,3.1,North America
Cook-Oliver,14,7.2,2.5,South America
Hudson-Morris,97,9.82,3.4,South America
Kane-Bennett,11,9.1,2.8,Europe
"Daniel, Kelley and Murphy",9,5.02,2.6,Oceania
Fox PLC,12,7.27,4.5,Europe
Collins Inc,32,5.19,3.5,North America
Reeves and Sons,13,9.98,2.8,North America
Jenkins-Brown,51,5.77,4.5,Oceania
"Brown, Romero and Collins",93,6.58,4.9,Europe
Small-Anderson,32,6.95,4.3,South America
Salazar Inc,12,6.97,3.7,Africa
"Clark, Carpenter and Nguyen",80,8.1,3.0,Europe
Huynh PLC,84,8.84,3.0,North America
Anderson-Bailey,9,8.62,4.6,South America
Hart-Castillo,40,9.25,4.6,South America
Hamilton LLC,50,8.91,4.2,South America
Reynolds Ltd,42,7.89,4.8,North America
Miller-King,98,5.66,3.6,Oceania
Kent Inc,59,7.22,3.4,South America
Houston PLC,53,7.87,3.7,South America
"Franklin, Mann and White",9,8.71,2.8,Oceania
Harvey PLC,9,8.23,4.4,North America
"Arnold, Cooper and Monroe",28,7.08,2.9,North America
"Mcdonald, Dillon and George",25,7.49,3.7,Asia
"Guzman, Hoffman and Baldwin",32,6.21,4.3,Asia
Jackson Group,89,6.68,4.6,Asia
Jackson-Cortez,80,5.45,4.7,Oceania
Chapman-Odom,90,6.29,4.3,Europe
"Brennan, Wallace and Benson",40,5.08,3.6,South America
Schneider Group,72,7.08,3.2,Africa
Booker Group,64,8.0,3.2,South America
"Adams, Quinn and Watson",20,7.07,3.5,Oceania
"Holder, Young and Hendricks",46,8.7,3.7,Africa
"Arnold, Avila and Wilson",22,7.59,3.1,Asia
Lloyd-Estes,70,8.84,3.9,Africa
Martin-Gomez,73,7.9,4.8,Oceania
"Richardson, Farmer and Andrews",74,6.09,4.4,South America
Peterson-Ramsey,20,9.36,4.8,Africa
"Alvarado, Miller and Patterson",14,6.54,4.1,Africa
Perez-Rojas,68,8.12,4.0,Oceania
Spence PLC,15,9.64,3.5,South America
"Brennan, Wallace and Benson",85,7.47,4.7,Oceania
"Payne, Cisneros and Johnson",54,9.79,3.6,Asia
Hernandez-Vaughn,67,5.47,4.0,Oceania
"Mcpherson, Anderson and Knapp",93,6.58,4.2,Oceania
Hughes-Smith,74,5.95,2.7,Oceania
Andersen LLC,1,5.6,2.6,Asia
Foster Inc,50,6.9,2.8,Europe
"Peterson, Reid and Johnson",44,7.67,2.9,Africa
Bishop Inc,35,7.33,4.2,Oceania
Underwood-Smith,95,6.07,4.2,Asia
"Arnold, Avila and Wilson",47,6.9,2.8,Africa
"Rios, Walker and Wright",14,7.21,2.6,Africa
Combs Ltd,77,5.48,4.8,North America
Barber-Fischer,23,9.65,4.6,Oceania
Gibson Ltd,43,8.83,4.0,Oceania
Peterson-Beard,26,7.68,3.8,Europe
Bruce-Gonzalez,89,9.28,3.0,Europe
Jones-Choi,76,6.29,3.9,Africa
Rodriguez-Mendoza,36,6.1,4.3,Oceania
Nolan-Flynn,20,7.28,4.4,North America
Clay Group,57,6.87,4.7,Oceania
May Ltd,14,5.89,3.0,Asia
Schneider Group,43,7.28,4.5,North America
Warner PLC,29,5.39,4.2,Europe
Carter-Neal,39,6.95,4.2,Asia
Smith-Gonzalez,70,7.92,4.7,Europe
Ramirez-White,4,9.22,4.0,Africa
"Cunningham, Murphy and Wolfe",8,7.08,4.3,Europe
"Gallegos, Myers and Cook",42,5.26,3.0,Europe
Alexander Ltd,53,6.11,2.5,Oceania
"Thompson, Phelps and Stuart",76,7.86,3.1,Europe
"Burke, Martinez and Riggs",70,7.96,4.8,Oceania
"Rodriguez, Figueroa and Sanchez",94,8.14,4.6,Africa
"Jennings, Smith and Fisher",65,6.2,3.3,Europe
Scott PLC,19,8.57,3.9,Oceania
Wright Ltd,29,7.74,3.9,Asia
Roberts-Landry,35,9.95,3.1,North America
"White, Washington and Newman",84,5.68,4.9,Oceania
Edwards-Scott,87,6.38,3.1,Asia
"Chang, Lamb and Miller",17,6.66,2.5,Africa
"Robles, Nguyen and Banks",57,6.37,3.9,Asia
Fisher-Eaton,2,6.11,3.5,Oceania
Watts LLC,76,9.42,4.4,Oceania
Flores LLC,75,8.0,5.0,South America
Harper and Sons,31,6.23,3.8,Africa
"Morgan, Mendez and Cox",58,8.63,4.3,North America
Allen-Allen,67,8.11,3.3,Europe
Harris-Carson,87,8.2,3.5,South America
"Perez, Rodriguez and Rollins",93,6.37,4.6,Africa
"Jackson, Miller and Robertson",44,7.31,3.9,Europe
Whitney PLC,40,5.9,3.8,North America
Smith-Joyce,89,5.43,3.6,North America
Cook-Oliver,49,9.81,4.4,North America
"Glover, Moran and Johnson",70,6.78,4.1,Asia
"Martinez, Stanton and Bennett",87,6.63,3.0,Asia
"Miller, Mcdonald and Miller",78,7.32,3.3,Asia
Taylor-Harrison,5,7.93,4.7,South America
"Roberts, Bowen and Miller",20,7.0,3.8,Europe
"Cox, Mills and Cruz",81,9.39,3.0,Asia
"Soto, Vaughn and Griffin",33,8.78,4.8,North America
Glover-Chan,24,5.61,4.3,Oceania
Ford-Moody,24,7.94,3.9,Africa
"Hurst, Freeman and Nelson",81,7.77,4.0,Europe
"Jackson, Mendez and Nguyen",51,7.02,4.3,Africa
Jackson-Torres,17,9.73,3.8,Asia
Morgan-Barnes,79,8.12,2.9,South America
Gibson-Thomas,22,8.12,4.5,Oceania
Porter LLC,53,5.37,2.9,Africa
Fisher-Rivera,20,6.44,4.7,Asia
Gomez-Jenkins,25,8.84,3.6,Africa
"Holland, Murphy and Kline",27,5.4,3.6,North America
Oneill and Sons,63,6.31,3.0,Oceania
"Price, Carlson and Andrews",58,7.88,3.7,North America
Holland Inc,56,9.15,4.5,Africa
Austin-Morgan,41,7.62,2.6,Oceania
Garcia PLC,51,7.28,3.1,Asia
Russell-Daniels,97,5.64,2.9,Asia
Glover-Chan,9,5.4,3.1,Europe
Schneider Inc,8,9.56,4.5,South America
Moyer-Bird,39,6.04,4.4,Europe
"Rodriguez, Figueroa and Sanchez",81,9.84,2.7,Asia
Davis LLC,47,5.19,4.5,North America
Fisher-Eaton,17,7.43,4.0,Oceania
Gregory-Nixon,49,8.88,3.9,South America
"Grimes, Arnold and Lawson",30,5.66,3.8,Europe
Russell-Daniels,66,5.71,4.9,Asia
"Wallace, Roman and Lawson",91,9.83,2.9,North America
Jones-Byrd,56,8.42,3.2,Europe
Welch-Thomas,38,5.35,3.0,South America
"Perez, Hayes and Lloyd",57,8.54,4.8,South America
"Acosta, Garcia and Moreno",58,8.08,4.7,Africa
"Owen, Walker and Franklin",19,5.66,3.7,South America
"Hughes, Whitney and Romero",87,7.57,2.7,Europe
