education_required,avg_salary_usd,avg_years_experience
Associate,93133,8
PhD,136271,4
Master,140496,0
Bachelor,134457,1
Associate,100469,1
Associate,76985,1
PhD,55279,9
PhD,120202,0
Master,63193,7
Diploma,92363,8
Bachelor,76142,6
Bachelor,149299,4
Diploma,104114,7
Bachelor,53708,7
Associate,135658,4
Certificate,78710,9
Associate,131770,4
Master,115378,4
PhD,124828,7
Certificate,72903,5
Certificate,72188,8
Master,51494,3
PhD,104962,8
Diploma,94351,8
Diploma,96481,7
PhD,55687,3
PhD,101728,7
PhD,146160,3
Master,128926,4
Bachelor,77055,5
Diploma,114587,1
Certificate,119464,5
Bachelor,132128,3
PhD,80601,6
Certificate,131541,2
Associate,62462,8
Diploma,87214,6
Certificate,96938,2
Diploma,64729,1
Bachelor,104667,0
Certificate,95190,4
PhD,62276,1
Certificate,96699,3
PhD,50191,3
Bachelor,97814,2
Master,108568,8
Associate,88597,5
Associate,121715,1
Associate,108202,2
PhD,56549,9
Diploma,116511,8
Associate,125975,8
PhD,124366,7
Certificate,144745,9
Bachelor,85754,4
Certificate,119392,3
Master,95114,1
Master,81904,4
Diploma,125691,8
Diploma,51770,8
Master,80278,1
Diploma,120502,9
Associate,59202,2
Associate,126172,5
Diploma,123085,2
Certificate,103792,5
Associate,148889,2
PhD,56501,3
Bachelor,90940,0
Bachelor,145156,5
Master,60160,5
Certificate,100711,1
PhD,55238,5
Associate,55615,9
Bachelor,70470,1
Bachelor,115213,6
Diploma,72550,0
PhD,73602,4
PhD,127451,2
Bachelor,128289,2
Associate,140713,0
PhD,78021,4
PhD,114013,0
Master,127023,4
Master,71221,3
Bachelor,135327,5
Bachelor,117825,9
Diploma,134296,8
Certificate,83008,2
Certificate,131100,9
Certificate,76718,1
Diploma,91224,9
PhD,65894,0
Associate,62676,9
Diploma,120538,2
Certificate,82465,0
PhD,56078,6
Bachelor,100464,2
Bachelor,102548,3
Diploma,65660,2
Bachelor,81682,5
Certificate,125231,9
Master,128816,9
Diploma,142131,5
PhD,99401,2
Diploma,86736,1
Diploma,113571,8
Associate,114957,4
Bachelor,85807,9
PhD,74518,8
Associate,64763,2
Master,135892,0
Associate,115523,8
Master,119314,8
Master,50264,8
Bachelor,97246,4
PhD,113991,8
Diploma,81323,7
Certificate,96437,4
Master,133156,2
PhD,144298,4
PhD,116813,4
Bachelor,96568,5
Diploma,104292,4
Bachelor,102117,1
PhD,106520,1
Diploma,79495,7
Diploma,137430,9
Bachelor,137429,5
Master,122796,1
Bachelor,115728,7
PhD,144500,4
Diploma,129784,3
PhD,102784,7
PhD,87167,7
Certificate,139664,8
Associate,65063,8
Master,92416,7
Master,62340,3
Master,120976,5
PhD,143924,8
Bachelor,125019,6
Master,122978,7
Master,83782,4
Bachelor,75843,8
Diploma,121994,4
Associate,141563,2
Certificate,108207,7
Certificate,51457,5
Bachelor,127491,3
PhD,76386,9
Associate,93491,4
Master,101969,0
Master,120377,5
PhD,119048,7
Associate,94325,4
Diploma,131466,0
Bachelor,63458,2
Diploma,118282,6
Certificate,119529,6
PhD,90493,2
Certificate,80427,9
Associate,115542,0
Associate,52695,6
Diploma,104056,9
Diploma,131705,4
Bachelor,144001,8
Associate,94348,8
Diploma,144793,1
PhD,55737,5
PhD,131403,6
Diploma,77575,0
Certificate,137542,9
Certificate,136616,6
Diploma,50210,4
Certificate,121141,2
Associate,145024,5
Master,61893,3
Certificate,98884,8
Bachelor,81525,2
Associate,120824,2
Master,119287,5
Associate,119576,5
PhD,68478,2
Certificate,92521,3
Master,135834,7
Certificate,131656,3
Bachelor,71827,1
Associate,107150,9
PhD,61200,4
Master,134347,0
Associate,80737,7
Master,75903,8
PhD,77917,0
Associate,54010,7
Associate,112257,2
Master,135393,8
PhD,123773,1
Master,53419,5
Bachelor,77288,4
Master,84594,2
Associate,83300,9
Diploma,101120,4
Certificate,121965,4
Master,142821,7
Master,96162,9
PhD,65714,9
Master,80751,2
PhD,66153,1
Certificate,123470,0
PhD,123321,9
Certificate,63247,0
Bachelor,62542,6
Bachelor,95717,1
PhD,62039,9
PhD,96002,7
Associate,96559,8
Bachelor,141165,6
Certificate,137124,0
Bachelor,61631,7
PhD,81428,0
Certificate,147444,7
Diploma,118197,4
Master,127620,3
Master,59649,0
Diploma,143539,3
Master,102457,1
Master,108225,3
Certificate,138217,0
PhD,137976,1
Master,104084,3
Associate,122462,8
Master,141274,1
Associate,118496,9
Associate,124682,1
Certificate,141971,8
Diploma,77754,8
Bachelor,109552,6
Master,107935,1
Certificate,71099,4
Bachelor,112394,9
PhD,55361,2
Associate,145725,6
Master,137986,3
PhD,65896,8
Bachelor,107081,1
Diploma,132672,8
Master,135601,0
Master,108804,8
Master,87097,7
Associate,70411,2
Bachelor,89389,6
Master,97370,8
PhD,148482,8
Associate,62455,8
Associate,113252,6
Certificate,121928,3
Bachelor,109039,5
PhD,89749,3
Certificate,74623,6
Associate,59452,4
Diploma,94467,4
Master,141540,1
Certificate,95564,2
Bachelor,71257,9
Master,73739,9
Associate,88620,3
Certificate,128730,8
Diploma,88449,7
Associate,72900,6
Bachelor,112784,7
Bachelor,127971,5
Associate,104879,4
Master,82490,6
Diploma,130674,0
Associate,76856,8
Associate,134364,7
Associate,81407,2
PhD,90529,0
Associate,145794,4
Certificate,137618,1
Diploma,99843,6
Certificate,116815,5
Certificate,101469,5
Associate,84667,2
Associate,138936,2
Certificate,136983,7
Diploma,67903,2
Associate,102219,4
Certificate,80176,0
PhD,67619,0
PhD,123278,9
Bachelor,117135,2
Bachelor,104604,8
Diploma,121151,2
PhD,89453,0
Certificate,98246,7
PhD,146498,0
Associate,106754,7
Diploma,70287,8
Bachelor,73205,2
PhD,50312,2
PhD,114318,9
PhD,87856,9
PhD,73400,2
Master,89313,6
Diploma,121333,5
Associate,52048,4
Diploma,63760,6
Bachelor,107328,1
Associate,127922,6
Bachelor,119454,7
Diploma,118333,1
Bachelor,106130,3
Bachelor,74587,5
Bachelor,64020,6
PhD,140702,5
Associate,64497,9
Diploma,140000,1
Diploma,106884,8
PhD,102312,2
Bachelor,120460,1
Associate,107148,2
Certificate,58232,6
Certificate,106670,7
Bachelor,118811,0
Master,132384,0
Master,96149,1
Bachelor,54376,4
Diploma,53696,1
Diploma,69709,0
Certificate,135868,7
Diploma,106917,7
Associate,118223,7
Bachelor,145980,5
Master,66343,5
Master,57035,6
Associate,89579,6
Master,51094,4
PhD,79051,6
Certificate,92266,5
Associate,93718,0
Associate,69322,1
Bachelor,126820,5
Diploma,61140,0
Master,132664,1
Bachelor,112411,8
Certificate,100879,7
Diploma,105941,0
Diploma,86278,5
PhD,132573,4
PhD,101224,5
Certificate,73513,9
Bachelor,82492,7
Associate,84372,3
Master,61071,6
Bachelor,144450,0
Associate,149535,2
Associate,136609,1
Certificate,77316,7
Associate,121512,2
PhD,83722,5
Master,90035,2
PhD,115671,0
Master,70806,9
Master,76255,5
Diploma,93536,6
Bachelor,75088,3
PhD,118733,0
Associate,72116,8
Associate,85865,2
Diploma,93378,5
Certificate,100412,5
Diploma,80292,6
Certificate,83625,8
Certificate,90550,1
Associate,113918,2
Bachelor,135780,2
Bachelor,119001,3
Master,64275,0
Master,57467,7
Associate,113342,4
Certificate,58088,0
Certificate,132972,9
Certificate,148603,0
Certificate,72226,7
Diploma,70155,2
Diploma,125539,1
PhD,68063,3
Certificate,144983,2
Bachelor,82562,4
Bachelor,138622,7
Certificate,62609,2
Certificate,57652,9
Bachelor,128219,0
Master,137771,4
Bachelor,122275,6
Bachelor,147016,7
Associate,143009,0
PhD,50960,5
Certificate,90533,5
PhD,102500,2
Associate,143063,8
Associate,125446,9
Diploma,99183,3
PhD,50485,3
Certificate,92394,2
Diploma,95638,2
Associate,58392,9
Diploma,86104,2
Associate,104601,6
Master,144091,7
Associate,77211,8
Master,147855,1
Certificate,60017,6
Master,97854,6
Diploma,139886,2
Master,131377,9
Certificate,82521,6
PhD,134117,9
Certificate,136435,0
PhD,83353,2
Certificate,72146,8
Associate,92459,8
Master,121464,1
Diploma,115465,4
Associate,148611,0
PhD,142502,2
Certificate,121447,9
PhD,134251,9
Master,83857,4
Associate,50873,8
Master,66914,9
PhD,93672,4
Certificate,125924,9
PhD,89582,3
Bachelor,109097,4
Bachelor,76896,6
Master,106827,3
PhD,98715,1
Certificate,74474,5
PhD,135948,2
Associate,106884,2
Bachelor,90859,0
Master,63478,0
Certificate,58024,1
PhD,66724,9
Diploma,56629,6
Master,67910,0
Bachelor,94317,9
Master,126287,6
Diploma,97637,7
Certificate,101842,4
Certificate,77710,7
Bachelor,141360,1
Diploma,94529,4
Associate,122342,6
Master,110370,4
PhD,51562,7
Certificate,73319,0
Master,62166,9
Associate,74010,9
Certificate,77188,1
Associate,112528,5
Associate,85475,9
Certificate,80291,2
Bachelor,82783,8
PhD,137859,8
Master,97548,1
Diploma,122536,8
Associate,72281,8
Associate,64311,0
Certificate,133672,8
Bachelor,63760,3
Certificate,132933,8
Bachelor,145965,2
Master,149735,2
Associate,79436,6
Diploma,145653,4
Diploma,50008,5
Master,57919,0
Bachelor,64830,4
Master,143243,9
Associate,66866,3
Associate,84059,1
Bachelor,86956,5
Bachelor,68894,7
Diploma,96713,9
Associate,132797,1
Master,138196,3
Diploma,70251,5
PhD,144622,8
Master,114496,9
Certificate,66068,1
PhD,76265,6
Certificate,131834,9
Certificate,98938,2
Associate,126757,2
Diploma,144003,5
Associate,146014,2
Associate,54239,3
PhD,137557,8
Master,96147,1
Master,104893,1
PhD,60481,2
Certificate,66432,1
Associate,149841,1
Associate,66451,5
PhD,58690,8
Bachelor,102758,2
Associate,139052,4
Diploma,84794,6
Certificate,92499,6
Certificate,92183,6
PhD,107569,6
PhD,73747,5
Diploma,141344,7
Associate,72817,7
Certificate,107107,0
Master,104355,6
PhD,147423,6
Associate,50191,7
Certificate,140395,4
Master,102480,1
Certificate,80997,0
Diploma,95407,9
Bachelor,55108,5
Bachelor,118485,7
Certificate,93371,5
Diploma,120081,2
Bachelor,116603,4
Bachelor,78605,2
Diploma,70263,0
Bachelor,142615,3
Diploma,56134,0
Bachelor,94322,9
Master,136982,8
Associate,67777,6
Diploma,119915,9
PhD,131626,1
Certificate,60872,8
Diploma,99589,8
Diploma,71064,4
Master,92431,5
Certificate,146793,6
PhD,114595,1
Bachelor,53080,8
Diploma,75147,6
Master,111959,8
Diploma,74624,0
Associate,138600,5
Certificate,79593,2
PhD,70199,3
Associate,74821,7
Certificate,56052,8
Bachelor,99284,0
Master,61943,0
Bachelor,114042,6
Diploma,137267,3
Certificate,84169,8
Bachelor,133201,0
Certificate,139585,8
PhD,144403,7
Certificate,95108,2
Certificate,119409,5
Bachelor,124814,5
PhD,88556,0
Associate,74252,4
Associate,106962,4
Diploma,90367,6
Diploma,126598,2
PhD,106365,6
Associate,122773,6
Master,105709,7
Certificate,133073,6
PhD,54435,7
Certificate,145060,6
Master,75581,1
Bachelor,102212,9
Bachelor,140974,1
PhD,53651,7
Bachelor,146505,4
Associate,71350,8
Associate,80163,7
Bachelor,113747,9
PhD,53045,5
Certificate,134392,9
Certificate,103190,7
Bachelor,101394,5
PhD,96515,9
PhD,85153,8
Associate,54672,4
Certificate,65435,3
Associate,87317,9
Diploma,112601,0
Certificate,82781,5
Master,137817,9
PhD,51054,5
Master,138357,3
PhD,82988,6
Bachelor,115133,2
Bachelor,133604,1
Bachelor,52083,6
Associate,123008,1
Certificate,139107,0
PhD,147793,3
Bachelor,122352,1
PhD,103090,6
Associate,79853,7
Certificate,78277,9
PhD,140866,8
Bachelor,121151,8
Associate,63029,5
PhD,80040,2
Master,80862,4
Diploma,111288,2
PhD,56800,8
Diploma,134665,1
Bachelor,140936,4
Certificate,142942,9
PhD,85050,8
Master,66770,3
Certificate,93597,3
PhD,144083,7
Master,123310,2
Associate,109965,6
Master,113635,2
Bachelor,148910,4
Associate,93390,3
Bachelor,139248,1
Associate,126374,6
PhD,58756,1
Master,59113,6
Certificate,67039,4
PhD,68923,0
Certificate,145093,7
PhD,66454,6
Certificate,93255,9
Diploma,121267,8
Associate,92534,8
PhD,133334,7
Certificate,110789,4
Master,89853,3
Certificate,63349,4
Diploma,97271,9
Certificate,133938,0
Diploma,123911,0
Master,57310,4
Certificate,56064,7
Certificate,73665,1
Master,106962,9
PhD,70255,2
Bachelor,77742,7
Certificate,90725,0
Certificate,70751,3
Diploma,55177,9
PhD,84943,8
Master,102925,1
Certificate,128110,5
Master,149277,6
Certificate,77441,0
PhD,108061,7
PhD,137041,3
Diploma,142738,9
Certificate,99560,1
Diploma,142012,7
PhD,65232,8
Master,143358,2
Associate,68665,6
Bachelor,122493,9
Certificate,62403,6
Certificate,60348,5
Bachelor,119131,8
Diploma,69323,1
Master,137379,9
Diploma,83882,7
Diploma,59908,6
Master,104073,2
Bachelor,76316,0
Master,98157,8
Bachelor,70675,6
Associate,50749,3
Bachelor,127160,9
PhD,78802,5
Bachelor,62379,2
PhD,137944,3
Bachelor,85184,7
Diploma,71035,4
Associate,84986,1
Certificate,89348,2
Diploma,99084,0
Diploma,70719,8
PhD,109612,2
Master,88045,3
Master,63693,1
Master,75450,1
PhD,131821,7
Master,106113,7
Diploma,149473,8
Certificate,121337,5
Associate,104845,1
Bachelor,61826,9
Master,98965,0
Diploma,63652,9
Certificate,94858,7
Associate,114028,5
PhD,62797,3
Associate,143758,0
Master,136717,7
Associate,63184,1
Bachelor,100285,7
Certificate,50905,0
Diploma,142316,2
Certificate,119393,5
Bachelor,74518,8
PhD,106631,0
Diploma,129056,6
Diploma,63540,8
Certificate,127627,6
Associate,50630,3
Associate,101612,3
Bachelor,62017,9
Bachelor,143667,8
Diploma,84816,1
Bachelor,137631,5
Associate,137096,7
Diploma,89282,2
Diploma,85637,4
PhD,122012,6
Bachelor,51805,9
Associate,119748,8
Master,110085,6
Bachelor,138300,5
Diploma,67484,4
PhD,70180,1
Certificate,52457,7
Master,105351,0
Associate,145702,5
Master,110399,6
Bachelor,72608,4
Master,67971,5
Diploma,148364,6
Bachelor,71427,7
PhD,125335,9
Associate,61170,2
Associate,97863,5
Bachelor,61294,2
Bachelor,121413,0
Associate,71065,8
Master,63338,0
Certificate,67052,6
PhD,132306,9
Master,108276,0
Certificate,133407,2
PhD,147821,2
Bachelor,53192,0
Bachelor,122709,7
Master,91276,1
Certificate,113630,1
PhD,86557,9
Associate,124570,2
Diploma,133460,9
Bachelor,62860,0
Certificate,113232,0
Master,61216,2
Master,131945,0
PhD,109574,7
PhD,87551,1
Certificate,89560,2
Associate,121218,7
Master,61294,9
Diploma,102117,9
PhD,149904,5
PhD,67080,9
Master,114129,3
PhD,141054,0
Master,122060,5
PhD,96591,9
PhD,93522,7
Certificate,106367,0
Diploma,135037,6
Certificate,109608,1
Associate,73638,5
Bachelor,87414,8
Master,74255,9
Certificate,125735,8
Associate,68389,0
Bachelor,63219,6
Master,70335,8
Bachelor,117117,2
Certificate,92449,5
Certificate,56010,3
Master,104102,0
Associate,65713,9
Bachelor,95071,1
Master,97544,3
Master,141128,4
Master,126603,0
Diploma,81732,5
PhD,69226,5
Certificate,137778,7
Master,113348,4
Master,139928,4
Diploma,144125,2
Associate,89663,8
PhD,145557,1
Bachelor,93740,5
Diploma,127472,1
Diploma,77711,0
Associate,85617,5
Bachelor,126615,0
Certificate,66669,1
Diploma,85783,1
Diploma,79431,5
Bachelor,91702,2
Master,141478,7
Master,82668,8
Diploma,135120,3
Associate,90451,6
Associate,135507,4
Certificate,146875,7
Certificate,67874,1
Diploma,139988,9
PhD,54828,3
Associate,69982,6
Diploma,122392,3
Master,62803,5
PhD,114052,0
Associate,86381,3
Certificate,93587,0
Bachelor,100516,8
Certificate,57869,7
Certificate,61759,8
Associate,91821,9
Bachelor,148543,2
Master,130672,4
Bachelor,134349,3
Diploma,122134,7
Master,83735,0
PhD,97981,5
Bachelor,110085,6
Diploma,80562,3
Diploma,145731,5
Master,58206,2
Associate,118594,1
Diploma,115532,1
PhD,125421,4
Bachelor,58968,2
Associate,58008,6
Bachelor,104299,8
Diploma,50459,5
Bachelor,94251,7
PhD,119120,5
Bachelor,142237,6
Diploma,97405,4
Associate,59688,6
Bachelor,50238,3
Diploma,82545,4
PhD,54581,8
Certificate,118527,3
Master,97925,1
Certificate,117565,5
Bachelor,114785,6
Master,51175,9
Bachelor,133598,8
Master,144145,1
PhD,82906,9
Bachelor,117224,4
Diploma,60925,6
Master,129456,0
PhD,146343,6
Master,73174,3
Certificate,137379,0
Certificate,65790,2
Bachelor,72183,8
Certificate,103589,9
Bachelor,99355,2
Bachelor,146151,4
Certificate,113177,5
Certificate,71214,6
PhD,106021,9
Master,77690,6
Diploma,59381,0
PhD,56801,4
Associate,82988,1
Associate,133705,4
Certificate,107740,8
Certificate,76829,9
PhD,105045,1
Diploma,62351,4
Associate,81157,3
Certificate,109931,3
Certificate,108560,6
Associate,109271,2
Master,52534,4
Bachelor,76427,5
Certificate,56300,1
Certificate,64786,4
Bachelor,118581,7
Associate,74031,2
Diploma,107031,2
Associate,96926,0
Diploma,103136,8
Certificate,145398,2
Associate,146953,8
Master,136798,1
Bachelor,131616,4
Associate,51095,6
Associate,81803,5
PhD,141463,0
Bachelor,101688,6
Diploma,81651,2
Certificate,68881,0
Master,104241,7
Bachelor,139384,4
Associate,138650,6
Bachelor,144821,9
Bachelor,125260,0
Bachelor,57841,5
Master,141671,2
Certificate,107822,5
Bachelor,93392,3
Diploma,118282,7
Master,117929,3
Certificate,113363,7
Diploma,133281,8
Diploma,127006,5
Associate,133131,5
Master,113152,9
Associate,147400,6
Associate,141671,9
Diploma,79058,1
Bachelor,63166,9
Bachelor,78861,1
Master,64030,5
Master,125712,8
Certificate,119869,9
Bachelor,131214,4
Diploma,58155,5
Associate,84525,3
Bachelor,94284,8
Certificate,66128,1
Master,141890,7
Associate,123684,8
Master,61060,7
Bachelor,101725,4
Associate,91237,5
Diploma,135720,7
PhD,50768,0
Associate,128942,9
Diploma,55901,7
Certificate,127099,2
Bachelor,103179,7
Associate,61054,3
Diploma,146294,0
Associate,100157,8
Associate,113417,1
Master,147397,0
Bachelor,74051,5
Diploma,71836,7
Diploma,108916,4
PhD,52035,5
Diploma,97055,1
Certificate,91571,4
Certificate,80824,5
Bachelor,57942,9
Diploma,115023,5
Associate,144188,6
Bachelor,122179,4
Diploma,147199,0
Associate,136646,8
Diploma,76877,8
Certificate,85510,8
PhD,143626,4
Associate,119788,8
Certificate,137075,2
PhD,67923,3
PhD,134133,7
Master,111303,1
PhD,133595,6
PhD,61370,3
Certificate,99693,3
Certificate,115572,3
Diploma,105893,8
Bachelor,59822,5
Bachelor,133801,4
Certificate,127227,5
Bachelor,107195,6
Certificate,106546,7
Certificate,99018,3
PhD,108804,4
Master,53398,4
Certificate,71480,5
Certificate,52228,1
Associate,68591,0
Diploma,52517,0
PhD,144647,4
Master,148842,6
Certificate,70950,8
Certificate,134488,1
PhD,143193,8
Diploma,99710,7
PhD,119805,1
Associate,55173,3
Bachelor,115382,7
Certificate,52789,3
Associate,58865,0
Master,131009,0
Bachelor,139032,9
Associate,69972,8
Master,129081,6
Bachelor,74002,8
Master,65171,6
PhD,81603,9
Master,88396,8
Certificate,135539,5
Diploma,95731,9
Master,137246,9
Master,137399,0
PhD,122089,7
Diploma,82080,9
Bachelor,74640,3
Master,125754,4
PhD,132235,4
Master,97845,4
Associate,102380,8
Master,137636,3
Certificate,105186,4
PhD,67640,5
Bachelor,86285,1
PhD,110342,5
Associate,124507,3
PhD,89537,4
Certificate,132041,1
Diploma,86447,7
Certificate,60539,4
Associate,145456,3
Master,149610,6
Diploma,70307,0
Master,134142,0
PhD,96615,4
Associate,125528,8
Master,112756,2
Diploma,64950,8
Diploma,114839,7
PhD,106215,9
Diploma,84325,8
Diploma,81098,7
Certificate,122129,1
Associate,130288,2
Diploma,105051,5
Associate,76521,9
PhD,73740,7
PhD,60287,0
PhD,103630,0
Diploma,125226,2
Associate,84521,9
PhD,82479,1
Certificate,144919,8
Associate,99585,5
Diploma,83985,9
Associate,124038,2
Associate,117313,7
Associate,97185,1
Associate,88106,5
Master,141103,2
Bachelor,71443,2
Diploma,71935,9
Diploma,129474,6
Master,65034,9
Associate,138328,9
Bachelor,85762,8
Associate,127811,6
PhD,131869,2
Diploma,105302,9
Diploma,148228,1
Master,137617,2
PhD,83214,0
Bachelor,120332,0
Associate,96044,9
Associate,139795,8
Certificate,56987,7
Associate,118988,4
PhD,100465,5
Associate,100592,7
Diploma,53914,2
Associate,104515,5
Associate,91939,9
Master,127281,7
Associate,51361,1
Master,104368,5
Master,118025,2
Bachelor,61417,8
Certificate,90503,1
Associate,104104,0
Diploma,138266,6
PhD,75034,6
Bachelor,99846,4
PhD,52546,9
Associate,118407,0
PhD,123988,5
Master,137359,8
Associate,68313,7
Diploma,113387,3
Bachelor,144525,1
Associate,133040,3
Master,120632,8
Diploma,97167,7
Master,78341,5
Master,53181,2
Diploma,91815,5
Bachelor,133767,1
Diploma,109945,5
Bachelor,145230,9
Associate,93075,6
PhD,88072,1
Bachelor,94928,1
Certificate,125678,0
Associate,121010,1
Master,75055,7
Associate,54839,5
Master,53437,6
Certificate,147041,0
Master,112059,6
Bachelor,89081,5
Associate,52640,0
Associate,134917,6
Associate,105264,1
Certificate,110197,1
Certificate,106257,6
Associate,98700,5
Associate,142992,8
Bachelor,137623,0
Bachelor,133735,2
Certificate,131248,2
Diploma,118160,6
Diploma,116819,2
Master,140438,9
PhD,142743,5
Certificate,70702,5
Associate,73070,3
Bachelor,125163,1
Bachelor,97264,0
Diploma,103531,4
PhD,51121,5
Bachelor,123449,0
Master,126098,1
Associate,81845,3
Master,149747,0
PhD,103522,4
Diploma,80894,6
Master,78383,4
Certificate,96657,7
Bachelor,119522,8
Certificate,51334,1
Diploma,137281,5
Master,148415,1
Associate,69535,2
Bachelor,52804,3
Master,80645,7
Associate,116701,3
Certificate,104875,5
Bachelor,124874,5
Master,120046,0
Certificate,146523,7
Bachelor,133137,3
Bachelor,117358,5
Master,117717,8
Master,135642,6
Master,51232,9
Bachelor,80474,8
Bachelor,61718,0
Certificate,68953,4
PhD,81139,0
Diploma,91383,8
PhD,72380,6
Certificate,53325,2
Diploma,124423,7
Bachelor,94535,3
Diploma,74180,2
Bachelor,75019,4
Certificate,70669,6
Master,131514,6
Master,51826,3
Associate,55418,0
Associate,52349,2
Master,89668,9
Bachelor,64154,0
Diploma,51750,3
PhD,100396,6
PhD,115292,5
Diploma,69563,3
Master,102443,3
Bachelor,101679,8
Certificate,101621,8
Certificate,59038,2
Associate,112331,0
Diploma,69078,8
PhD,89379,7
Bachelor,74668,8
Diploma,99835,0
Certificate,50722,7
Certificate,79624,7
Bachelor,120648,6
Certificate,63539,1
Bachelor,87670,3
Master,68193,8
Bachelor,70279,1
Associate,89805,3
PhD,107812,2
Certificate,55202,8
Master,66278,8
Associate,128834,0
Diploma,121433,4
Bachelor,75974,5
Certificate,119165,6
Certificate,89364,1
Associate,116360,4
Master,124647,2
Diploma,69637,1
Master,140430,0
Diploma,106507,3
Certificate,72362,3
Bachelor,65943,3
Diploma,121678,8
Associate,118412,2
Diploma,53664,0
Diploma,99410,2
Diploma,104589,8
Bachelor,115448,1
Master,84943,7
Diploma,114391,4
Master,72007,6
Certificate,85088,0
Bachelor,107419,3
PhD,56286,4
Master,95218,2
PhD,133621,0
Diploma,73465,5
Master,110786,7
PhD,87179,1
Bachelor,129376,3
Diploma,125419,9
Master,124262,5
PhD,78123,0
PhD,87975,1
Associate,125621,0
Certificate,65553,5
Bachelor,140499,0
Master,70655,1
Diploma,84892,6
Bachelor,101936,7
Associate,78814,5
Associate,135364,8
Bachelor,132659,4
Associate,138697,9
Diploma,80951,0
Diploma,126257,6
PhD,108822,9
Certificate,125834,2
Diploma,143135,8
Associate,135976,6
Master,127241,2
Certificate,128542,0
PhD,122676,6
PhD,136590,6
Diploma,122738,3
PhD,118155,1
Associate,75945,0
Associate,123074,2
Certificate,58196,1
PhD,124691,3
Certificate,80326,1
Master,108233,8
Bachelor,143248,6
Certificate,81815,0
Bachelor,120015,5
PhD,134310,1
Bachelor,94649,6
Associate,115085,4
Associate,88177,4
Certificate,71727,7
Master,116260,9
Bachelor,82480,3
Bachelor,60555,1
Master,114669,6
Associate,72272,1
Diploma,137890,1
Master,54438,5
PhD,93060,6
Bachelor,82507,6
Diploma,115709,4
Master,93568,9
Master,143713,3
Diploma,112036,7
Bachelor,75694,4
Master,138554,5
Bachelor,91415,3
Diploma,134444,4
Bachelor,64166,1
Bachelor,111691,8
Associate,107836,5
Bachelor,126965,3
PhD,89360,6
Master,83154,0
Master,124547,9
Associate,54786,5
Master,131633,8
Bachelor,107736,3
Master,64564,4
Certificate,77170,1
Bachelor,70106,5
Bachelor,93550,2
PhD,61184,2
Bachelor,118410,8
Certificate,108200,2
Bachelor,58919,6
Master,52214,2
Master,118410,8
Associate,131060,6
Certificate,126641,3
PhD,126720,6
Master,115827,9
PhD,71190,0
Bachelor,108125,7
Bachelor,66968,1
Associate,149439,5
PhD,73581,4
Associate,51955,2
PhD,67079,3
Diploma,141513,1
Diploma,91046,3
Bachelor,146255,1
Associate,67725,9
Bachelor,89422,0
Certificate,115172,2
Associate,113729,1
Master,146738,4
Diploma,93812,2
Bachelor,140603,5
PhD,109853,5
Diploma,53526,6
Certificate,114053,1
Associate,114182,1
Diploma,143097,4
Bachelor,139962,7
Diploma,85407,0
Master,84799,7
Bachelor,105623,3
Bachelor,83621,3
Associate,139718,1
Bachelor,137461,3
Certificate,115910,9
Bachelor,126541,7
Bachelor,66493,1
Certificate,88566,7
Certificate,56624,9
Master,66655,9
Associate,57354,3
Diploma,76077,0
Associate,146135,3
Diploma,122922,5
Diploma,66844,5
PhD,91333,1
PhD,105329,3
Certificate,110800,9
Certificate,65985,3
Bachelor,66776,6
Diploma,100946,1
Master,131760,5
Master,115445,0
Diploma,83963,6
Master,134383,5
PhD,146887,7
Bachelor,98052,6
Diploma,54336,4
Bachelor,144475,2
Master,144574,5
Associate,86477,8
Master,122091,2
Associate,74086,1
Associate,94236,7
Bachelor,129012,4
PhD,86769,6
Associate,61391,3
Associate,108764,3
Certificate,117826,3
Certificate,94150,4
Master,110905,5
Diploma,84542,0
Master,129251,7
Diploma,127353,1
Diploma,138720,6
Bachelor,53628,5
Diploma,58104,3
Bachelor,113799,0
Master,86982,2
Master,146978,9
Master,54483,4
Diploma,110420,1
Associate,76052,0
Certificate,76684,5
Associate,94424,7
Associate,111831,0
Master,147464,4
Master,127950,4
Certificate,101828,1
PhD,77724,9
Diploma,117099,0
Diploma,146879,7
Bachelor,124584,5
Associate,139144,6
Certificate,95766,1
Certificate,136319,9
PhD,135108,2
Diploma,81877,4
PhD,101259,9
Master,137020,8
PhD,67509,4
Certificate,87572,5
Associate,143209,9
PhD,110727,3
Associate,65521,7
Master,94772,6
Certificate,84911,9
PhD,95945,7
Bachelor,137232,2
Master,58867,5
Diploma,131093,4
Bachelor,137997,6
Diploma,145640,1
PhD,142341,5
Associate,112030,1
Master,72283,1
Bachelor,71541,0
PhD,85232,0
Associate,102018,3
PhD,65531,3
Certificate,59878,4
Diploma,107193,5
Certificate,77120,1
Diploma,79160,4
Master,109334,6
Associate,112434,1
Bachelor,50785,4
Diploma,110512,1
Bachelor,70152,0
Associate,57204,7
PhD,115316,8
Bachelor,142188,8
Certificate,54638,6
Associate,135220,9
PhD,139167,2
Bachelor,122540,3
Certificate,133817,8
Certificate,89323,3
Diploma,80205,8
PhD,69965,2
Master,70047,9
Associate,105588,4
Master,144436,7
PhD,91473,5
Bachelor,64279,0
Certificate,69940,0
Bachelor,76670,2
Certificate,74338,6
Bachelor,130515,8
PhD,141343,2
Bachelor,95664,6
Associate,122185,8
